SNPID	CHR	POS	BF	LNBF	SEGNUMBER	LOCUS	islet_atac
rs7236127	chr18	58023328	-0.21863	-1.52037447569334	37	MC4R.chr18_57739289	0
chr18:58023451:D	chr18	58023451	-0.34693	-1.05863224849196	37	MC4R.chr18_57739289	0
rs183639009	chr18	58023502	-0.23056	-1.46724414673093	37	MC4R.chr18_57739289	0
rs137903593	chr18	58024296	-0.1778	-1.72709595590233	37	MC4R.chr18_57739289	0
rs78899647	chr18	58024575	-0.39764	-0.922208205638193	37	MC4R.chr18_57739289	0
rs75105053	chr18	58024670	-0.18529	-1.68583311368781	37	MC4R.chr18_57739289	0
rs7241490	chr18	58024992	0.31347	-1.16005161726801	37	MC4R.chr18_57739289	0
rs7242817	chr18	58025108	-0.13209	-2.02427177054636	37	MC4R.chr18_57739289	0
rs56925186	chr18	58025337	-0.66234	-0.411976259723822	37	MC4R.chr18_57739289	0
rs190264410	chr18	58025507	-0.4121	-0.886489240637365	37	MC4R.chr18_57739289	0
rs73455686	chr18	58025928	-0.61541	-0.485466566632459	37	MC4R.chr18_57739289	0
rs185469286	chr18	58025951	-0.20433	-1.5880189450608	37	MC4R.chr18_57739289	0
rs73455687	chr18	58026512	-0.59844	-0.513429009636106	37	MC4R.chr18_57739289	0
rs55671090	chr18	58026591	-0.82798	-0.188766279477976	37	MC4R.chr18_57739289	0
rs62097795	chr18	58026767	-0.79513	-0.229249655683494	37	MC4R.chr18_57739289	0
rs112140908	chr18	58026784	-0.7167	-0.333097935982264	37	MC4R.chr18_57739289	0
rs140481847	chr18	58026975	-0.19154	-1.65265861488866	37	MC4R.chr18_57739289	0
rs150430938	chr18	58027141	-0.23769	-1.43678797533688	37	MC4R.chr18_57739289	0
rs115711994	chr18	58027222	-0.5634	-0.573765423539865	37	MC4R.chr18_57739289	0
rs115023853	chr18	58027223	-0.5768	-0.550259693011398	37	MC4R.chr18_57739289	0
rs73455693	chr18	58027496	-0.71694	-0.332763123892419	37	MC4R.chr18_57739289	0
rs1943222	chr18	58028057	-0.92411	-0.0789241668070108	37	MC4R.chr18_57739289	0
chr18:58028859:I	chr18	58028859	-0.72843	-0.316863745815361	37	MC4R.chr18_57739289	0
rs7244966	chr18	58028922	-0.86191	-0.148604422122044	37	MC4R.chr18_57739289	0
rs78769612	chr18	58028972	-0.11697	-2.14583778731952	37	MC4R.chr18_57739289	0
rs189519895	chr18	58029816	-0.10878	-2.21842778498732	37	MC4R.chr18_57739289	0
rs181183894	chr18	58029967	-0.29903	-1.20721137617645	37	MC4R.chr18_57739289	0
rs73964739	chr18	58029985	-0.30502	-1.1873779307541	37	MC4R.chr18_57739289	0
rs17066829	chr18	58030066	-0.82982	-0.186546469180523	37	MC4R.chr18_57739289	0
chr18:58030420:D	chr18	58030420	-0.09638	-2.33945656776995	37	MC4R.chr18_57739289	0
rs117920360	chr18	58030683	-0.73556	-0.307123165109485	37	MC4R.chr18_57739289	0
rs190845456	chr18	58030971	-0.23459	-1.44991596941722	37	MC4R.chr18_57739289	0
rs187475611	chr18	58031183	-0.28141	-1.26794259833056	37	MC4R.chr18_57739289	0
rs188437317	chr18	58031634	-0.02365	-3.7443921640442	37	MC4R.chr18_57739289	0
rs17700926	chr18	58031915	-0.56504	-0.57085875388147	37	MC4R.chr18_57739289	0
chr18:58032143:D	chr18	58032143	-0.56461	-0.571620051665329	37	MC4R.chr18_57739289	0
chr18:58032145:D	chr18	58032145	-0.56439	-0.572009777090988	37	MC4R.chr18_57739289	0
rs78103596	chr18	58032608	-0.15684	-1.85252910155801	37	MC4R.chr18_57739289	0
rs9952049	chr18	58033019	-0.378	-0.972861083362549	37	MC4R.chr18_57739289	0
rs72973928	chr18	58033224	-0.32695	-1.11794802497485	37	MC4R.chr18_57739289	0
rs73455695	chr18	58033242	-0.55807	-0.583270876440098	37	MC4R.chr18_57739289	0
rs9965495	chr18	58033676	-0.8785	-0.129539371354985	37	MC4R.chr18_57739289	0
rs79566431	chr18	58033834	-0.17098	-1.76620868838405	37	MC4R.chr18_57739289	0
rs9966412	chr18	58033935	-0.91005	-0.0942557359257205	37	MC4R.chr18_57739289	0
rs73964741	chr18	58034306	-0.33418	-1.09607550901614	37	MC4R.chr18_57739289	0
rs17066836	chr18	58034591	-0.22475	-1.49276660563041	37	MC4R.chr18_57739289	0
rs17066839	chr18	58034768	-0.27464	-1.2922941298327	37	MC4R.chr18_57739289	0
rs79851087	chr18	58034883	-0.20585	-1.58060753076622	37	MC4R.chr18_57739289	0
rs190687427	chr18	58034905	-0.11389	-2.17252220869588	37	MC4R.chr18_57739289	0
rs181829398	chr18	58034971	-0.11395	-2.17199552329044	37	MC4R.chr18_57739289	0
rs74500241	chr18	58035069	-0.21183	-1.55197121278577	37	MC4R.chr18_57739289	0
rs1943226	chr18	58035204	-0.58784	-0.531300476955376	37	MC4R.chr18_57739289	0
chr18:58035205:D	chr18	58035205	-0.21608	-1.53210656949778	37	MC4R.chr18_57739289	0
rs17700974	chr18	58035711	-0.15201	-1.88380897082621	37	MC4R.chr18_57739289	0
rs144717874	chr18	58036342	-0.25304	-1.37420769998474	37	MC4R.chr18_57739289	0
rs76227980	chr18	58036384	-0.13865	-1.97580250692035	37	MC4R.chr18_57739289	0
rs8093815	chr18	58036503	-0.8297	-0.186691089311897	37	MC4R.chr18_57739289	0
rs117276476	chr18	58036842	-0.11981	-2.12184812433033	37	MC4R.chr18_57739289	0
rs35748167	chr18	58037433	-0.23293	-1.45701729973887	37	MC4R.chr18_57739289	0
rs111391605	chr18	58037443	-0.5849	-0.536314386533157	37	MC4R.chr18_57739289	0
rs17773630	chr18	58038460	-0.06017	-2.81058138974988	37	MC4R.chr18_57739289	0
rs52820871	chr18	58038832	-0.54382	-0.60913696923278	37	MC4R.chr18_57739289	0
rs2229616	chr18	58039276	-0.18644	-1.6796458074776	37	MC4R.chr18_57739289	0
rs34114122	chr18	58039760	-0.19589	-1.63020200178683	37	MC4R.chr18_57739289	1
rs8087522	chr18	58040478	-0.86335	-0.146935108123698	37	MC4R.chr18_57739289	0
rs34974495	chr18	58040789	-0.23491	-1.44855281691646	37	MC4R.chr18_57739289	0
rs17066844	chr18	58041392	-0.34184	-1.07341248764637	37	MC4R.chr18_57739289	0
rs73964743	chr18	58041520	-0.07785	-2.55297138070213	37	MC4R.chr18_57739289	0
rs76047025	chr18	58041715	-0.1617	-1.82201251239908	37	MC4R.chr18_57739289	0
rs7242169	chr18	58042329	-0.64524	-0.43813293837255	37	MC4R.chr18_57739289	0
rs7242317	chr18	58042362	-0.51143	-0.670544555350516	37	MC4R.chr18_57739289	0
rs117062912	chr18	58042405	-0.37326	-0.985480051227154	37	MC4R.chr18_57739289	0
rs78263856	chr18	58042821	-0.05668	-2.87033386415966	37	MC4R.chr18_57739289	0
rs28753167	chr18	58043025	-0.31478	-1.15588129685868	37	MC4R.chr18_57739289	0
chr18:58043085:D	chr18	58043085	-0.35979	-1.0222347510704	37	MC4R.chr18_57739289	0
rs80147636	chr18	58043113	-0.18214	-1.70297965684246	37	MC4R.chr18_57739289	0
rs72973931	chr18	58043141	-0.76167	-0.272241887963903	37	MC4R.chr18_57739289	0
rs76797186	chr18	58043476	-0.14052	-1.96240545158451	37	MC4R.chr18_57739289	0
rs73455699	chr18	58043709	-0.63001	-0.462019586706661	37	MC4R.chr18_57739289	0
rs73455700	chr18	58044046	-0.62604	-0.468341012159835	37	MC4R.chr18_57739289	0
rs1943217	chr18	58044181	-0.92197	-0.0812425939158686	37	MC4R.chr18_57739289	0
rs1943218	chr18	58044432	-0.92266	-0.0804944763723161	37	MC4R.chr18_57739289	0
rs56946269	chr18	58044589	-0.22662	-1.48448067302972	37	MC4R.chr18_57739289	0
rs9953038	chr18	58044663	-0.47089	-0.753130757889309	37	MC4R.chr18_57739289	0
rs17066846	chr18	58044818	-0.52987	-0.635123585541637	37	MC4R.chr18_57739289	0
rs1943220	chr18	58044824	-0.75249	-0.284367571483951	37	MC4R.chr18_57739289	0
rs4310971	chr18	58045012	-0.92611	-0.0767622608942298	37	MC4R.chr18_57739289	0
chr18:58045062:D	chr18	58045062	-0.66548	-0.407246694190595	37	MC4R.chr18_57739289	0
rs113790619	chr18	58045606	-0.13033	-2.03768558343951	37	MC4R.chr18_57739289	0
rs76878160	chr18	58045746	-0.29765	-1.21183697938274	37	MC4R.chr18_57739289	0
rs148453714	chr18	58046077	-0.21743	-1.52587831933517	37	MC4R.chr18_57739289	0
chr18:58046918:I	chr18	58046918	-0.46111	-0.77411865273507	37	MC4R.chr18_57739289	0
rs76061089	chr18	58047158	-0.12568	-2.07401628503477	37	MC4R.chr18_57739289	0
rs76141775	chr18	58047554	-0.03497	-3.35326472790685	37	MC4R.chr18_57739289	0
rs57636386	chr18	58048295	-0.6812	-0.383899330193604	37	MC4R.chr18_57739289	0
rs78756286	chr18	58048308	-0.72295	-0.324415215508002	37	MC4R.chr18_57739289	0
rs74570119	chr18	58048340	-0.18714	-1.67589827913437	37	MC4R.chr18_57739289	0
rs112042480	chr18	58048359	-0.27661	-1.28514670711504	37	MC4R.chr18_57739289	0
rs189358756	chr18	58048400	-0.09536	-2.3500960756651	37	MC4R.chr18_57739289	0
rs56238326	chr18	58048653	-0.23421	-1.45153713018183	37	MC4R.chr18_57739289	0
rs75486732	chr18	58048674	-0.36854	-0.998206025075422	37	MC4R.chr18_57739289	0
rs78138914	chr18	58048877	-0.67776	-0.38896203600915	37	MC4R.chr18_57739289	0
rs17066856	chr18	58049656	-0.67983	-0.385912512067194	37	MC4R.chr18_57739289	0
chr18:58049680:D	chr18	58049680	-0.8229	-0.19492059237047	37	MC4R.chr18_57739289	0
rs56825186	chr18	58049773	-0.74092	-0.299862621727615	37	MC4R.chr18_57739289	0
rs182762031	chr18	58050138	-0.32851	-1.1131880001205	37	MC4R.chr18_57739289	0
rs79741735	chr18	58050160	-0.4448	-0.810130536045764	37	MC4R.chr18_57739289	0
rs75992289	chr18	58050379	-0.53078	-0.633407656209087	37	MC4R.chr18_57739289	0
rs17066858	chr18	58050599	-0.61944	-0.478939434903669	37	MC4R.chr18_57739289	0
rs148398602	chr18	58050606	-0.38808	-0.946543775045176	37	MC4R.chr18_57739289	0
rs76671217	chr18	58050672	-0.69237	-0.367634784175074	37	MC4R.chr18_57739289	0
rs182332530	chr18	58050748	-0.61609	-0.484362222224648	37	MC4R.chr18_57739289	0
rs79688165	chr18	58050968	-0.16748	-1.78689133783119	37	MC4R.chr18_57739289	0
rs117496247	chr18	58051157	0.15065	-1.89279601340583	37	MC4R.chr18_57739289	0
rs74668214	chr18	58051262	-0.09905	-2.31213050583758	37	MC4R.chr18_57739289	0
rs17066859	chr18	58051263	-0.70547	-0.348891031626708	37	MC4R.chr18_57739289	0
rs8097783	chr18	58051294	-0.56398	-0.572736489105742	37	MC4R.chr18_57739289	0
rs73455701	chr18	58051619	-0.64447	-0.439327005397677	37	MC4R.chr18_57739289	0
rs1943223	chr18	58051654	-0.31714	-1.14841196222072	37	MC4R.chr18_57739289	0
rs117149827	chr18	58053112	-0.57079	-0.560733912804118	37	MC4R.chr18_57739289	0
rs143224200	chr18	58053190	0.01216	-4.40960340244412	37	MC4R.chr18_57739289	0
rs17066865	chr18	58053195	-0.44017	-0.820594263052677	37	MC4R.chr18_57739289	0
rs8091237	chr18	58053203	-0.84188	-0.172117792711166	37	MC4R.chr18_57739289	0
rs112970922	chr18	58053401	-0.16836	-1.78165073507977	37	MC4R.chr18_57739289	0
rs55810853	chr18	58053752	-0.77949	-0.249115419302964	37	MC4R.chr18_57739289	0
rs78274649	chr18	58053794	-0.1774	-1.72934820910666	37	MC4R.chr18_57739289	0
rs145697000	chr18	58053966	0.06889	-2.67524424937703	37	MC4R.chr18_57739289	0
rs1943225	chr18	58054051	-0.72882	-0.316328491041903	37	MC4R.chr18_57739289	0
chr18:58054060:D	chr18	58054060	-0.85286	-0.159159871572662	37	MC4R.chr18_57739289	0
rs185812071	chr18	58054082	-0.43393	-0.834872048212996	37	MC4R.chr18_57739289	0
rs138072108	chr18	58054782	-0.21148	-1.55362484761489	37	MC4R.chr18_57739289	0
rs7228347	chr18	58055105	-0.88708	-0.119820109082309	37	MC4R.chr18_57739289	0
rs77200090	chr18	58055270	-0.28198	-1.26591913254492	37	MC4R.chr18_57739289	0
rs78310219	chr18	58055412	-0.27264	-1.29960303534119	37	MC4R.chr18_57739289	0
rs111846343	chr18	58055555	-0.25084	-1.38293999330732	37	MC4R.chr18_57739289	0
rs17066866	chr18	58055619	-0.31188	-1.16513678054074	37	MC4R.chr18_57739289	0
rs78836449	chr18	58055647	-0.24513	-1.40596659691741	37	MC4R.chr18_57739289	0
rs7227255	chr18	58055731	-0.33535	-1.09258051643639	37	MC4R.chr18_57739289	0
rs145588075	chr18	58055758	-0.49277	-0.707712745239261	37	MC4R.chr18_57739289	0
rs7228573	chr18	58055788	-0.86416	-0.145997342137556	37	MC4R.chr18_57739289	0
rs71357694	chr18	58055906	-0.27207	-1.30169589285455	37	MC4R.chr18_57739289	0
rs79643838	chr18	58056473	-0.3832	-0.959198232885432	37	MC4R.chr18_57739289	0
rs74452128	chr18	58056566	-0.35689	-1.03032766793152	37	MC4R.chr18_57739289	0
rs9949383	chr18	58056744	-0.88309	-0.12432815831739	37	MC4R.chr18_57739289	0
rs112297194	chr18	58056958	-0.34859	-1.05385883248094	37	MC4R.chr18_57739289	0
rs73964745	chr18	58057769	-0.26936	-1.31170650412932	37	MC4R.chr18_57739289	0
rs112246396	chr18	58057778	-0.29152	-1.23264666491054	37	MC4R.chr18_57739289	0
rs73457606	chr18	58057929	-0.64835	-0.433324604987244	37	MC4R.chr18_57739289	0
rs74550407	chr18	58058029	-0.14668	-1.91950193577901	37	MC4R.chr18_57739289	0
rs72973936	chr18	58058071	-0.52723	-0.640118393012227	37	MC4R.chr18_57739289	0
rs142715642	chr18	58058632	-0.19946	-1.61214156400842	37	MC4R.chr18_57739289	0
rs1943227	chr18	58058711	-0.49679	-0.699587877389932	37	MC4R.chr18_57739289	0
rs76247502	chr18	58058897	-0.60134	-0.508594780614631	37	MC4R.chr18_57739289	1
rs11875096	chr18	58058923	-0.62847	-0.464466984787974	37	MC4R.chr18_57739289	1
rs10503038	chr18	58058931	-0.18648	-1.67943128425464	37	MC4R.chr18_57739289	1
rs183337810	chr18	58059073	-0.19736	-1.62272580676104	37	MC4R.chr18_57739289	1
rs7239577	chr18	58059225	-0.20218	-1.59859688925623	37	MC4R.chr18_57739289	0
rs7240064	chr18	58059529	-0.48193	-0.729956403693943	37	MC4R.chr18_57739289	0
rs8095603	chr18	58059544	-0.26511	-1.32761044478411	37	MC4R.chr18_57739289	0
rs9964820	chr18	58059561	-0.62613	-0.468197261710368	37	MC4R.chr18_57739289	0
rs1943228	chr18	58059934	-0.59357	-0.521600127489667	37	MC4R.chr18_57739289	0
rs141276580	chr18	58059975	-0.36738	-1.00135854426422	37	MC4R.chr18_57739289	0
rs17773774	chr18	58060126	-0.57231	-0.558074476366601	37	MC4R.chr18_57739289	0
chr18:58060460:D	chr18	58060460	-0.57984	-0.545003075567577	37	MC4R.chr18_57739289	0
rs8083286	chr18	58060461	-0.89302	-0.113146301939861	37	MC4R.chr18_57739289	0
rs8087065	chr18	58060561	-0.52721	-0.640156327840197	37	MC4R.chr18_57739289	0
rs60843345	chr18	58060957	-0.20374	-1.59091060782022	37	MC4R.chr18_57739289	0
rs112029255	chr18	58061393	-0.30527	-1.18655864807215	37	MC4R.chr18_57739289	0
rs77842638	chr18	58061423	-0.48522	-0.723152882646351	37	MC4R.chr18_57739289	0
rs17066877	chr18	58061451	-0.61908	-0.479520773937578	37	MC4R.chr18_57739289	0
rs8092015	chr18	58062175	-0.25587	-1.36308577598301	37	MC4R.chr18_57739289	0
rs186708233	chr18	58062248	-0.29789	-1.21103098813784	37	MC4R.chr18_57739289	0
rs113265974	chr18	58062940	-0.50325	-0.686668214462236	37	MC4R.chr18_57739289	0
chr18:58062960:I	chr18	58062960	-0.77299	-0.257489167089002	37	MC4R.chr18_57739289	0
chr18:58062961:I	chr18	58062961	-0.77478	-0.255176160895522	37	MC4R.chr18_57739289	0
rs186673324	chr18	58062971	-0.23637	-1.44235690505643	37	MC4R.chr18_57739289	0
rs17773792	chr18	58063100	-0.54763	-0.602155402554216	37	MC4R.chr18_57739289	0
rs113637466	chr18	58063181	-0.29586	-1.21786890951805	37	MC4R.chr18_57739289	0
rs117685700	chr18	58063255	-0.66673	-0.405370112620379	37	MC4R.chr18_57739289	0
rs34562782	chr18	58063390	-0.3421	-1.07265218699858	37	MC4R.chr18_57739289	0
rs11662684	chr18	58063458	-0.87409	-0.13457193379977	37	MC4R.chr18_57739289	0
rs73964746	chr18	58063559	-0.22527	-1.49045559620223	37	MC4R.chr18_57739289	0
rs11662056	chr18	58063718	-0.85956	-0.151334648567777	37	MC4R.chr18_57739289	0
rs11662768	chr18	58063807	-0.87392	-0.134766440696797	37	MC4R.chr18_57739289	0
rs55710833	chr18	58063826	-0.15361	-1.87333835622108	37	MC4R.chr18_57739289	0
rs8083721	chr18	58064351	-0.14423	-1.93634603138672	37	MC4R.chr18_57739289	0
rs62097825	chr18	58064371	-0.79313	-0.231768136356839	37	MC4R.chr18_57739289	0
rs72973939	chr18	58064415	-0.4831	-0.727531607421776	37	MC4R.chr18_57739289	0
rs57608898	chr18	58064813	-0.86532	-0.144655898265469	37	MC4R.chr18_57739289	0
rs78394996	chr18	58064823	-0.26009	-1.34672755401788	37	MC4R.chr18_57739289	0
rs17066879	chr18	58064859	-0.42623	-0.852776172306341	37	MC4R.chr18_57739289	0
rs72973941	chr18	58064934	-0.61015	-0.494050450404289	37	MC4R.chr18_57739289	0
rs12457014	chr18	58065125	-0.61248	-0.490238990157602	37	MC4R.chr18_57739289	0
rs17066881	chr18	58065483	-0.62978	-0.462384726932501	37	MC4R.chr18_57739289	0
rs17066883	chr18	58065608	-0.85045	-0.161989657822036	37	MC4R.chr18_57739289	0
rs151282506	chr18	58065764	-0.25681	-1.35941876711454	37	MC4R.chr18_57739289	0
rs117349663	chr18	58066085	-0.59315	-0.522307960875025	37	MC4R.chr18_57739289	0
rs8094302	chr18	58066221	-0.10454	-2.25818550569736	37	MC4R.chr18_57739289	0
rs150133760	chr18	58066232	0.09557	-2.34789631570405	37	MC4R.chr18_57739289	0
rs72973942	chr18	58066411	-0.45808	-0.780711437632332	37	MC4R.chr18_57739289	0
rs190733275	chr18	58066915	-0.22901	-1.47398960825905	37	MC4R.chr18_57739289	0
rs11874159	chr18	58066937	-0.61264	-0.489977791253153	37	MC4R.chr18_57739289	0
rs11878133	chr18	58067037	-0.61228	-0.490565584758631	37	MC4R.chr18_57739289	0
rs56341755	chr18	58067077	-0.24703	-1.39824549223965	37	MC4R.chr18_57739289	0
chr18:58067080:D	chr18	58067080	-0.24411	-1.41013633560546	37	MC4R.chr18_57739289	0
rs57491913	chr18	58067410	-0.13373	-2.01193243709743	37	MC4R.chr18_57739289	0
rs60700648	chr18	58067475	-0.23288	-1.45723197954477	37	MC4R.chr18_57739289	0
rs57547968	chr18	58067496	-0.25851	-1.35282090106235	37	MC4R.chr18_57739289	0
rs17066888	chr18	58067823	-0.88636	-0.120632090361133	37	MC4R.chr18_57739289	0
chr18:58068336:D	chr18	58068336	-0.61338	-0.488770632985159	37	MC4R.chr18_57739289	0
rs8087072	chr18	58068354	-0.59807	-0.514047475025937	37	MC4R.chr18_57739289	0
rs139698825	chr18	58068426	-0.11639	-2.15080865802825	37	MC4R.chr18_57739289	0
rs72973943	chr18	58068569	-0.74503	-0.294330792956954	37	MC4R.chr18_57739289	0
rs17066890	chr18	58068835	-0.79555	-0.228721579628272	37	MC4R.chr18_57739289	0
rs141385230	chr18	58069384	0.03017	-3.50090722581117	37	MC4R.chr18_57739289	0
rs145292522	chr18	58069522	-0.65823	-0.418200864660169	37	MC4R.chr18_57739289	0
rs147650425	chr18	58069673	-0.24185	-1.41943757971314	37	MC4R.chr18_57739289	0
rs144078021	chr18	58069724	-0.79871	-0.224757352791611	37	MC4R.chr18_57739289	0
rs150080682	chr18	58069919	-0.25263	-1.37582931127213	37	MC4R.chr18_57739289	0
rs113840055	chr18	58069996	-0.69569	-0.362851120167635	37	MC4R.chr18_57739289	0
rs181721188	chr18	58070106	-0.21063	-1.55765223928487	37	MC4R.chr18_57739289	0
chr18:58070127:I	chr18	58070127	-0.36428	-1.00983247628252	37	MC4R.chr18_57739289	0
rs17066891	chr18	58070932	-0.60228	-0.507032825527294	37	MC4R.chr18_57739289	0
rs142989096	chr18	58071142	-0.30497	-1.18754186786819	37	MC4R.chr18_57739289	0
rs73964750	chr18	58071487	-0.3785	-0.971539206104634	37	MC4R.chr18_57739289	0
rs150814340	chr18	58072643	-0.09189	-2.38716306946934	37	MC4R.chr18_57739289	0
rs73457612	chr18	58072850	-0.64991	-0.4309213872176	37	MC4R.chr18_57739289	0
rs79128284	chr18	58073101	-0.20707	-1.5746983786302	37	MC4R.chr18_57739289	0
rs184376940	chr18	58073139	-0.00318	-5.75087408219005	37	MC4R.chr18_57739289	0
rs78029639	chr18	58073252	-0.27667	-1.28492981873941	37	MC4R.chr18_57739289	0
rs73964752	chr18	58073444	-0.27847	-1.27844494534519	37	MC4R.chr18_57739289	0
rs10503039	chr18	58073657	-0.77422	-0.255899208054201	37	MC4R.chr18_57739289	0
rs9950112	chr18	58074297	-0.61203	-0.49097397806339	37	MC4R.chr18_57739289	0
rs111752134	chr18	58074345	-0.25653	-1.36050966214616	37	MC4R.chr18_57739289	0
rs111749843	chr18	58074428	-0.25684	-1.35930195605629	37	MC4R.chr18_57739289	0
rs78868372	chr18	58074471	-0.15035	-1.8947893695476	37	MC4R.chr18_57739289	0
rs58410469	chr18	58074500	-0.24051	-1.42499361025917	37	MC4R.chr18_57739289	0
rs11661470	chr18	58074587	-0.81976	-0.198743664490675	37	MC4R.chr18_57739289	0
rs75241338	chr18	58074773	-0.25783	-1.35545482596892	37	MC4R.chr18_57739289	0
rs28805915	chr18	58075021	-0.61871	-0.480118613653556	37	MC4R.chr18_57739289	0
rs6567168	chr18	58075043	-0.88251	-0.124985158794126	37	MC4R.chr18_57739289	0
rs73457616	chr18	58075130	-0.6468	-0.435718151279185	37	MC4R.chr18_57739289	0
rs7238914	chr18	58075159	-0.20157	-1.60161856338197	37	MC4R.chr18_57739289	0
rs117638080	chr18	58075311	-0.22678	-1.48377489443844	37	MC4R.chr18_57739289	0
rs117869680	chr18	58075796	-0.27935	-1.27528980307698	37	MC4R.chr18_57739289	0
rs28482363	chr18	58075913	-0.60892	-0.496068382791084	37	MC4R.chr18_57739289	0
rs79898019	chr18	58075917	-0.27868	-1.27769110882022	37	MC4R.chr18_57739289	0
rs76732053	chr18	58076032	-0.27093	-1.30589479405132	37	MC4R.chr18_57739289	0
rs55683001	chr18	58076528	-0.30933	-1.17334661078418	37	MC4R.chr18_57739289	0
rs111987363	chr18	58076607	-0.28326	-1.26139007519589	37	MC4R.chr18_57739289	0
rs144866309	chr18	58076802	-0.29647	-1.21580924610189	37	MC4R.chr18_57739289	0
rs111696393	chr18	58076919	-0.28975	-1.23873679676228	37	MC4R.chr18_57739289	0
rs9945521	chr18	58077144	-0.60619	-0.500561810700371	37	MC4R.chr18_57739289	0
rs77226405	chr18	58077260	-0.33044	-1.10733017928783	37	MC4R.chr18_57739289	0
rs77762545	chr18	58077407	-0.32232	-1.13221043809905	37	MC4R.chr18_57739289	0
rs77840071	chr18	58077435	-0.28832	-1.24368430456216	37	MC4R.chr18_57739289	0
rs139068632	chr18	58077863	-0.46759	-0.760163435412732	37	MC4R.chr18_57739289	0
rs113786632	chr18	58078129	-0.85757	-0.153652470620744	37	MC4R.chr18_57739289	1
rs9963033	chr18	58078173	-0.91377	-0.0901763803327864	37	MC4R.chr18_57739289	0
rs28429427	chr18	58078488	-0.61708	-0.482756603838398	37	MC4R.chr18_57739289	0
rs73964753	chr18	58078651	-0.3062	-1.18351679575855	37	MC4R.chr18_57739289	0
rs17701192	chr18	58078720	-0.50912	-0.675071533832715	37	MC4R.chr18_57739289	0
rs17066897	chr18	58079138	-0.05707	-2.86347669443352	37	MC4R.chr18_57739289	0
rs73457619	chr18	58079239	-0.62926	-0.463210753158144	37	MC4R.chr18_57739289	0
rs10503040	chr18	58079259	-0.54376	-0.609247305943754	37	MC4R.chr18_57739289	0
rs7232981	chr18	58079779	-0.22064	-1.51122286493715	37	MC4R.chr18_57739289	0
rs75947650	chr18	58079835	-0.46517	-0.765352348809183	37	MC4R.chr18_57739289	0
rs12104056	chr18	58079987	-0.56977	-0.562522508357042	37	MC4R.chr18_57739289	0
rs10503041	chr18	58080064	-0.70446	-0.350323727111962	37	MC4R.chr18_57739289	0
rs118090674	chr18	58080718	-0.216	-1.53247687129797	37	MC4R.chr18_57739289	0
rs74989714	chr18	58081162	-0.0046	-5.38169897548709	37	MC4R.chr18_57739289	0
rs112965179	chr18	58081524	-0.22206	-1.50480766335602	37	MC4R.chr18_57739289	1
rs17066900	chr18	58081842	-0.87153	-0.137504991206616	37	MC4R.chr18_57739289	0
chr18:58081866:D	chr18	58081866	-0.79479	-0.229677350165207	37	MC4R.chr18_57739289	0
rs62097829	chr18	58081945	-0.86886	-0.140573271413571	37	MC4R.chr18_57739289	0
rs150776660	chr18	58082129	-0.29824	-1.20985674748491	37	MC4R.chr18_57739289	0
rs9946862	chr18	58082182	-0.50544	-0.682325941928362	37	MC4R.chr18_57739289	0
rs8086205	chr18	58082219	-0.11609	-2.15338952663219	37	MC4R.chr18_57739289	0
rs8087171	chr18	58082519	-0.27677	-1.28456844261521	37	MC4R.chr18_57739289	0
rs77220503	chr18	58082579	-0.35079	-1.0475675251618	37	MC4R.chr18_57739289	0
rs77501966	chr18	58082648	-0.2637	-1.3329431856229	37	MC4R.chr18_57739289	0
rs114576768	chr18	58082787	-0.86629	-0.143535553497929	37	MC4R.chr18_57739289	0
rs115029629	chr18	58082788	-0.86744	-0.142208933818211	37	MC4R.chr18_57739289	0
rs111496282	chr18	58082796	-0.35229	-1.04330057893704	37	MC4R.chr18_57739289	0
rs58067248	chr18	58082826	-0.89211	-0.114165835619565	37	MC4R.chr18_57739289	0
rs139838721	chr18	58082830	-0.35383	-1.03893870718249	37	MC4R.chr18_57739289	0
rs187933330	chr18	58083461	-0.48608	-0.721382059574729	37	MC4R.chr18_57739289	0
rs7235520	chr18	58083842	-0.27959	-1.27443103464119	37	MC4R.chr18_57739289	0
rs77901086	chr18	58083923	-0.36657	-1.0035657799856	37	MC4R.chr18_57739289	0
rs74401986	chr18	58083995	-0.31427	-1.15750278994108	37	MC4R.chr18_57739289	0
rs62097830	chr18	58084377	-0.6401	-0.446130864834179	37	MC4R.chr18_57739289	0
rs142598398	chr18	58084668	-0.03876	-3.25036649195957	37	MC4R.chr18_57739289	0
rs59053555	chr18	58084723	-0.15003	-1.89692000488322	37	MC4R.chr18_57739289	0
rs58918585	chr18	58084810	-0.28238	-1.26450159740076	37	MC4R.chr18_57739289	0
rs78388615	chr18	58084812	-0.35546	-1.03434255365029	37	MC4R.chr18_57739289	0
rs78336992	chr18	58084905	-0.57019	-0.561785640363421	37	MC4R.chr18_57739289	0
rs139023485	chr18	58084951	-0.26441	-1.33025435023722	37	MC4R.chr18_57739289	0
rs79825760	chr18	58084959	-0.59199	-0.524265536132693	37	MC4R.chr18_57739289	0
rs77063476	chr18	58085333	-0.357	-1.0300194972025	37	MC4R.chr18_57739289	0
rs9956197	chr18	58085470	-0.81569	-0.203720898159846	37	MC4R.chr18_57739289	0
rs9956214	chr18	58085506	-0.80472	-0.217260888156054	37	MC4R.chr18_57739289	0
